## ENSEMBL VARIANT EFFECT PREDICTOR v105.0
## Output produced at 2023-02-09 15:03:05
## Using cache in /home/hjb_xxf/ssd_1/homo_sapiens/105_GRCh38
## Using API version 105, DB version ?
## ensembl version 105.f357e33
## ensembl-funcgen version 105.660df8f
## ensembl-variation version 105.ac8178e
## ensembl-io version 105.2a0a40c
## ClinVar version 202201
## gnomADe version r2.1.1
## assembly version GRCh38.p13
## gnomADg version v3.1.2
## dbSNP version 154
## COSMIC version 95
## HGMD-PUBLIC version 20204
## sift version sift5.2.2
## polyphen version 2.2.2
## 1000genomes version phase3
## regbuild version 1.0
## gencode version GENCODE 41
## genebuild version 2014-07
## Column descriptions:
## Uploaded_variation : Identifier of uploaded variant
## Location : Location of variant in standard coordinate format (chr:start or chr:start-end)
## Allele : The variant allele used to calculate the consequence
## Gene : Stable ID of affected gene
## Feature : Stable ID of feature
## Feature_type : Type of feature - Transcript, RegulatoryFeature or MotifFeature
## Consequence : Consequence type
## cDNA_position : Relative position of base pair in cDNA sequence
## CDS_position : Relative position of base pair in coding sequence
## Protein_position : Relative position of amino acid in protein
## Amino_acids : Reference and variant amino acids
## Codons : Reference and variant codon sequence
## Existing_variation : Identifier(s) of co-located known variants
## Extra column keys:
## IMPACT : Subjective impact classification of consequence type
## DISTANCE : Shortest distance from variant to transcript
## STRAND : Strand of the feature (1/-1)
## FLAGS : Transcript quality flags
#Uploaded_variation	Location	Allele	Gene	Feature	Feature_type	Consequence	cDNA_position	CDS_position	Protein_position	Amino_acids	Codons	Existing_variation	Extra
chr2_65166566_insertion	chr2:65166566	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr2_65580380_insertion	chr2:65580380	insertion	ENSG00000204929	ENST00000606978	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr2_66069688_insertion	chr2:66069688	insertion	ENSG00000204929	ENST00000606978	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr2_66074176_insertion	chr2:66074176	insertion	ENSG00000204929	ENST00000606978	Transcript	downstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=1555;STRAND=1
chr2_66278463_insertion	chr2:66278463	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr2_66799563_insertion	chr2:66799563	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr2_67451955_insertion	chr2:67451955	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr2_70570530_insertion	chr2:70570530	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr2_70570645_insertion	chr2:70570645	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr2_70937081_insertion	chr2:70937081	insertion	ENSG00000116039	ENST00000234396	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr2_71677658_insertion	chr2:71677658	insertion	ENSG00000135636	ENST00000410020	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr2_75160847_insertion	chr2:75160847	insertion	ENSG00000115353	ENST00000305249	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr2_75508737_insertion	chr2:75508737	insertion	ENSG00000115363	ENST00000393913	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr2_77654711_insertion	chr2:77654711	insertion	ENSG00000227088	ENST00000667782	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr2_77654817_insertion	chr2:77654817	insertion	ENSG00000227088	ENST00000667782	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr2_78558877_insertion	chr2:78558877	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr2_78577242_insertion	chr2:78577242	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr2_78577250_insertion	chr2:78577250	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr2_79242994_insertion	chr2:79242994	insertion	ENSG00000066032	ENST00000466387	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr2_79667959_insertion	chr2:79667959	insertion	ENSG00000066032	ENST00000402739	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr2_81561669_insertion	chr2:81561669	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr2_84363005_insertion	chr2:84363005	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr2_85008420_insertion	chr2:85008420	insertion	ENSG00000176407	ENST00000409785	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr2_85313157_insertion	chr2:85313157	insertion	ENSG00000152284	ENST00000282111	Transcript	downstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=2770;STRAND=1
chr2_87247934_insertion	chr2:87247934	insertion	ENSG00000281477	ENST00000626392	Transcript	downstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=1161;STRAND=-1
chr2_87921065_insertion	chr2:87921065	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr2_88021452_insertion	chr2:88021452	insertion	ENSG00000222724	ENST00000410792	Transcript	upstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=4905;STRAND=-1
chr2_88817931_insertion	chr2:88817931	insertion	ENSG00000283270	ENST00000635781	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.01
chr2_89677054_insertion	chr2:89677054	insertion	ENSG00000283659	ENST00000636451	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.01
chr2_89775090_insertion	chr2:89775090	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr2_99871501_insertion	chr2:99871501	insertion	ENSG00000144218	ENST00000672756	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr2_100684698_insertion	chr2:100684698	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr2_100735319_insertion	chr2:100735319	insertion	ENSG00000286737	ENST00000671633	Transcript	upstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=4639;STRAND=1
chr2_105485002_insertion	chr2:105485002	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr2_106247320_insertion	chr2:106247320	insertion	ENSG00000213295	ENST00000444291	Transcript	upstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=49;STRAND=1
chr2_106247336_insertion	chr2:106247336	insertion	ENSG00000213295	ENST00000444291	Transcript	upstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=33;STRAND=1
chr2_106314087_insertion	chr2:106314087	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr2_106791775_insertion	chr2:106791775	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr2_107014931_insertion	chr2:107014931	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr2_108238963_insertion	chr2:108238963	insertion	ENSG00000196228	ENST00000681802	Transcript	upstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=1005;STRAND=1
chr2_108552195_insertion	chr2:108552195	insertion	ENSG00000169756	ENST00000544547	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr2_110576901_insertion	chr2:110576901	insertion	ENSG00000183054	ENST00000329516	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr2_110818832_insertion	chr2:110818832	insertion	ENSG00000153093	ENST00000439055	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr2_110937791_insertion	chr2:110937791	insertion	ENSG00000153093	ENST00000439055	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr2_115770541_insertion	chr2:115770541	insertion	ENSG00000175497	ENST00000410059	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr2_115859652_insertion	chr2:115859652	insertion	ENSG00000287451	ENST00000668438	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr2_115859665_insertion	chr2:115859665	insertion	ENSG00000287451	ENST00000668438	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr2_116482202_insertion	chr2:116482202	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr2_117140459_insertion	chr2:117140459	insertion	ENSG00000239185	ENST00000459241	Transcript	upstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=684;STRAND=-1
chr2_117420870_insertion	chr2:117420870	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr2_118956413_insertion	chr2:118956413	insertion	ENSG00000019169	ENST00000327097	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr2_121384026_insertion	chr2:121384026	insertion	ENSG00000074054	ENST00000696935	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr2_121384041_insertion	chr2:121384041	insertion	ENSG00000074054	ENST00000696935	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr2_121384159_insertion	chr2:121384159	insertion	ENSG00000074054	ENST00000696935	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr2_122612360_insertion	chr2:122612360	insertion	ENSG00000286481	ENST00000657880	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr2_124294265_insertion	chr2:124294265	insertion	ENSG00000155052	ENST00000682447	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr2_125610907_insertion	chr2:125610907	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr2_125613144_insertion	chr2:125613144	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr2_127326411_insertion	chr2:127326411	insertion	ENSG00000169967	ENST00000682094	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr2_127881219_insertion	chr2:127881219	insertion	ENSG00000144233	ENST00000272647	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr2_127881241_insertion	chr2:127881241	insertion	ENSG00000144233	ENST00000272647	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr2_128816401_insertion	chr2:128816401	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr2_130210850_insertion	chr2:130210850	insertion	ENSG00000227632	ENST00000430381	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.01
chr2_131243607_insertion	chr2:131243607	insertion	ENSG00000188219	ENST00000683005	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr2_131837877_insertion	chr2:131837877	insertion	ENSG00000232760	ENST00000432853	Transcript	upstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=1345;STRAND=-1
chr2_132010219_insertion	chr2:132010219	insertion	ENSG00000287414	ENST00000656423	Transcript	non_coding_transcript_exon_variant,feature_elongation	25	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.01
chr2_133116172_insertion	chr2:133116172	insertion	ENSG00000176771	ENST00000409261	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr2_133303692_insertion	chr2:133303692	insertion	ENSG00000176771	ENST00000409261	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr2_133786721_insertion	chr2:133786721	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr2_136346535_insertion	chr2:136346535	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr2_136751347_insertion	chr2:136751347	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr2_136765538_insertion	chr2:136765538	insertion	ENSG00000144229	ENST00000409968	Transcript	upstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=7;STRAND=1
chr2_137736094_insertion	chr2:137736094	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr2_138844575_insertion	chr2:138844575	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr2_139204616_insertion	chr2:139204616	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr2_140949974_insertion	chr2:140949974	insertion	ENSG00000168702	ENST00000389484	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr2_141186292_insertion	chr2:141186292	insertion	ENSG00000168702	ENST00000389484	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr2_141186307_insertion	chr2:141186307	insertion	ENSG00000168702	ENST00000389484	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr2_141464586_insertion	chr2:141464586	insertion	ENSG00000168702	ENST00000389484	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr2_141567892_insertion	chr2:141567892	insertion	ENSG00000168702	ENST00000389484	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr2_142027676_insertion	chr2:142027676	insertion	ENSG00000168702	ENST00000389484	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr2_142937489_insertion	chr2:142937489	insertion	ENSG00000115919	ENST00000264170	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr2_142937502_insertion	chr2:142937502	insertion	ENSG00000115919	ENST00000264170	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr2_143314754_insertion	chr2:143314754	insertion	ENSG00000075884	ENST00000295095	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr2_144932382_insertion	chr2:144932382	insertion	ENSG00000226674	ENST00000653533	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr2_148656026_insertion	chr2:148656026	insertion	ENSG00000135999	ENST00000258484	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr2_150640161_insertion	chr2:150640161	insertion	ENSG00000224048	ENST00000443811	Transcript	downstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=4804;STRAND=1
chr2_150952535_insertion	chr2:150952535	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr2_151046576_insertion	chr2:151046576	insertion	ENSG00000222031	ENST00000409243	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr2_152296893_insertion	chr2:152296893	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr2_152391804_insertion	chr2:152391804	insertion	ENSG00000157827	ENST00000288670	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr2_152452765_insertion	chr2:152452765	insertion	ENSG00000157827	ENST00000288670	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr2_152603401_insertion	chr2:152603401	insertion	ENSG00000157827	ENST00000288670	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr2_155091620_insertion	chr2:155091620	insertion	ENSG00000223197	ENST00000411265	Transcript	upstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=2082;STRAND=-1
chr2_155232833_insertion	chr2:155232833	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr2_155671331_insertion	chr2:155671331	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr2_155671353_insertion	chr2:155671353	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr2_156220614_insertion	chr2:156220614	insertion	ENSG00000226383	ENST00000635799	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr2_156416042_insertion	chr2:156416042	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr2_157423552_insertion	chr2:157423552	insertion	ENSG00000115165	ENST00000264192	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr2_159302437_insertion	chr2:159302437	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr2_159302606_insertion	chr2:159302606	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr2_162498777_insertion	chr2:162498777	insertion	ENSG00000184611	ENST00000332142	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr2_164173044_insertion	chr2:164173044	insertion	ENSG00000237844	ENST00000429636	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr2_165930671_insertion	chr2:165930671	insertion	ENSG00000123607	ENST00000243344	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr2_165930734_insertion	chr2:165930734	insertion	ENSG00000123607	ENST00000243344	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr2_167038488_insertion	chr2:167038488	insertion	ENSG00000163092	ENST00000409195	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr2_167038589_insertion	chr2:167038589	insertion	ENSG00000163092	ENST00000409195	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr2_167281529_insertion	chr2:167281529	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr2_167326511_insertion	chr2:167326511	insertion	ENSG00000172318	ENST00000392690	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr2_167326518_insertion	chr2:167326518	insertion	ENSG00000172318	ENST00000392690	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr2_168615557_insertion	chr2:168615557	insertion	ENSG00000172292	ENST00000305747	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr2_168749624_insertion	chr2:168749624	insertion	ENSG00000172292	ENST00000305747	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr2_169179942_insertion	chr2:169179942	insertion	ENSG00000081479	ENST00000649046	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr2_169890539_insertion	chr2:169890539	insertion	ENSG00000144357	ENST00000272793	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr2_169890565_insertion	chr2:169890565	insertion	ENSG00000144357	ENST00000272793	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr2_169890589_insertion	chr2:169890589	insertion	ENSG00000144357	ENST00000272793	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr2_172266296_insertion	chr2:172266296	insertion	ENSG00000232555	ENST00000667725	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr2_172266310_insertion	chr2:172266310	insertion	ENSG00000232555	ENST00000667725	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr2_172657391_insertion	chr2:172657391	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr2_174087417_insertion	chr2:174087417	insertion	ENSG00000138430	ENST00000284719	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr2_174871212_insertion	chr2:174871212	insertion	ENSG00000128656	ENST00000409900	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr2_175221478_insertion	chr2:175221478	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr2_175221492_insertion	chr2:175221492	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr2_175716692_insertion	chr2:175716692	insertion	ENSG00000289349	ENST00000692740	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr2_178817778_insertion	chr2:178817778	insertion	ENSG00000155657	ENST00000412264	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;FLAGS=cds_end_NF;OverlapBP=1;OverlapPC=0.00
chr2_179529657_insertion	chr2:179529657	insertion	ENSG00000144331	ENST00000410066	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr2_181397458_insertion	chr2:181397458	insertion	ENSG00000234663	ENST00000435411	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr2_182489988_insertion	chr2:182489988	insertion	ENSG00000115252	ENST00000435564	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr2_183682221_insertion	chr2:183682221	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr2_184048514_insertion	chr2:184048514	insertion	ENSG00000286152	ENST00000652637	Transcript	downstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=953;STRAND=-1
chr2_184260884_insertion	chr2:184260884	insertion	ENSG00000286980	ENST00000671393	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr2_184260892_insertion	chr2:184260892	insertion	ENSG00000286980	ENST00000671393	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr2_186756127_insertion	chr2:186756127	insertion	ENSG00000144369	ENST00000304698	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr2_186940368_insertion	chr2:186940368	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr2_187556872_insertion	chr2:187556872	insertion	ENSG00000003436	ENST00000233156	Transcript	upstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=2437;STRAND=-1
chr2_187640460_insertion	chr2:187640460	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
